address,name,address2 ,city,postcode ,lat,lng,formatted,name,housenumber,street,postcode,district,suburb,city,county,county_code,state,state_code,country,country_code,confidence,confidence_city_level,confidence_street_level
PRH Day Hospital,PRH Day Hospital,Princess Royal Hospital,"Lewes Road, Haywards Heath",RH16 4EX,50.98968353,-0.09263875,"Haywards Heath (Mid Sussex), RH16 4EX, United Kingdom",Haywards Heath,,,RH16 4EX,,,Mid Sussex,West Sussex,WSX,England,ENG,United Kingdom,gb,0.7,1,
RSCH Vascular Assessment Unit,Vascular Assessment Unit,Royal Sussex County Hospital,"Eastern Road, Haywards Heath",,50.995061,-0.093226,"Eastern Road, Haywards Heath, United Kingdom",,,Eastern Road,,Haywards Heath,,Haywards Heath,West Sussex,WSX,England,ENG,United Kingdom,gb,0.142857143,0.5,0.142857143
"RSCH, Ambulatory Care Unit","RSCH, Ambulatory Care Unit L4 & L5",Royal Sussex County Hospital,"Eastern Road, Brighton",,50.8193443,-0.117243608,"Royal Sussex County Hospital, Eastern Road, Brighton, BN2 5BE, United Kingdom",Royal Sussex County Hospital,,Eastern Road,BN2 5BE,,Kemptown,Brighton,Brighton and Hove,BNH,England,ENG,United Kingdom,gb,0.095238095,0.333333333,0.095238095
Eye Clinic,Eye Clinic,"QVH Hospital, Holtye Road",East Grinstead,,51.1332224,-0.0014585,"Holtye Road, Meridian Way, Mid Sussex, RH19 3GB, United Kingdom",Holtye Road,,Meridian Way,RH19 3GB,East Grinstead,Blackwell,Mid Sussex,West Sussex,WSX,England,ENG,United Kingdom,gb,0.5,1,
QVH Main Theatres,QVH Main Theatres,"Queen Victoria Hospita, Holtye Road",East Grinstead,,51.1332224,-0.0014585,"Holtye Road, Meridian Way, Mid Sussex, RH19 3GB, United Kingdom",Holtye Road,,Meridian Way,RH19 3GB,East Grinstead,Blackwell,Mid Sussex,West Sussex,WSX,England,ENG,United Kingdom,gb,0.5,1,
RSCH L11 West Surgical -Thomas Kemp,RSCH L11 West Surgical -Thomas Kemp,Royal Sussex County Hospital,"Eastern Road, Brighton",BN2 5BE,50.8193443,-0.117243608,"Royal Sussex County Hospital, Eastern Road, Brighton, BN2 5BE, United Kingdom",Royal Sussex County Hospital,,Eastern Road,BN2 5BE,,Kemptown,Brighton,Brighton and Hove,BNH,England,ENG,United Kingdom,gb,0.285714286,1,0.285714286
SCFT Neurology Services,SCFT - Community Neurology Services,Brighton General Hospital,"Elm Grove, Brighton",BN2 3EW,50.8316771,-0.1149776,"Brighton General, Elm Grove, Brighton, BN2 3EL, United Kingdom",Brighton General,,Elm Grove,BN2 3EL,,Whitehawk,Brighton,Brighton and Hove,BNH,England,ENG,United Kingdom,gb,0.9,1,0.9
Neuroscience US,"Neuro, Sussex Uni, FAO A. Colasanti","Room 208B, Trafford Centre","University of Sussex, Falmer",BN1 4RY,50.8664,-0.083738,"Trafford Centre, Science Park Road, Falmer, BN1 9RY, United Kingdom",Trafford Centre,,Science Park Road,BN1 9RY,Falmer,,Falmer,East Sussex,ESX,England,ENG,United Kingdom,gb,0,0.7,
RSCH Cardiac OPD,Cardiac Department,Royal Sussex County Hospital,"Brighton, East Sussex",BN2 5BE,50.8193443,-0.117243608,"Royal Sussex County Hospital, Eastern Road, Brighton, BN2 5BE, United Kingdom",Royal Sussex County Hospital,,Eastern Road,BN2 5BE,,Kemptown,Brighton,Brighton and Hove,BNH,England,ENG,United Kingdom,gb,0.285714286,1,0.285714286
Mind Community Rehab Ward,5/7 Rutland Gardens,Hove,,BN3 5PA,50.8310194,-0.1844165,"Rutland Gardens, Hove, BN3 5QH, United Kingdom",Rutland Gardens,,Rutland Gardens,BN3 5QH,,Aldrington,Hove,Brighton and Hove,BNH,England,ENG,United Kingdom,gb,0.441,0.7,0.7
Gateway Dental Practice,73 Station Road,Burgess Hill,West Sussex,RH15 9DY,50.9537586,-0.131575737,"Gateway Dental, 73 Station Road, Mid Sussex, RH15 9DY, United Kingdom",Gateway Dental,73,Station Road,RH15 9DY,,World's End,Mid Sussex,West Sussex,WSX,England,ENG,United Kingdom,gb,0.95,1,1
RSCH Trans Ischaemic Clinic,RSCH Trans Ischaemic Clinic,Royal Sussex County Hospital,"Eastern Road, Brighton",,50.8193443,-0.117243608,"Royal Sussex County Hospital, Eastern Road, Brighton, BN2 5BE, United Kingdom",Royal Sussex County Hospital,,Eastern Road,BN2 5BE,,Kemptown,Brighton,Brighton and Hove,BNH,England,ENG,United Kingdom,gb,0.095238095,0.333333333,0.095238095
SOTC Post Anaesthesia Care Unit,SOTC - Princess Royal Hospital,"Lewes Road,",Haywards Heath,RH16 4SE,50.987592,-0.107861867,"Haywards Heath (Mid Sussex), RH16 4SE, United Kingdom",Haywards Heath,,,RH16 4SE,,,Mid Sussex,West Sussex,WSX,England,ENG,United Kingdom,gb,0.6,1,
PRH Cardiology Balcombe Ward,PRH Cardiology Balcombe Ward,Princess Royal Hospital,"Lewes Road, Haywards Heath",RH15 4EX,50.98838185,-0.096321353,"Princess Royal Swimming Pool, Southdowns Park, Mid Sussex, RH16 4SL, United Kingdom",Princess Royal Swimming Pool,,Southdowns Park,RH16 4SL,Southdowns Park,,Mid Sussex,West Sussex,WSX,England,ENG,United Kingdom,gb,0.035721,0.3,0.11907
Sussex Orthopaedic Treatement  OPD,SX Orthopaedic Treatement Ctr,"Princess Royal Hospital, Lewes Road",Haywards Heath,RH16 4EX,50.98968353,-0.09263875,"Haywards Heath (Mid Sussex), RH16 4EX, United Kingdom",Haywards Heath,,,RH16 4EX,,,Mid Sussex,West Sussex,WSX,England,ENG,United Kingdom,gb,0.6,1,
SCFT - Intermediate Care Unit,SCFT - Intermediate Care Unit,,,,52.340325,-0.182153,"Ringshill Care Home, Huntingdon, United Kingdom",,,Ringshill Care Home,,Huntingdon Civil Parish,,Huntingdon,Cambridgeshire,CAM,England,ENG,United Kingdom,gb,0,,
RACH HIgh Dependency Unit,RACH HIgh Dependency Unit,Royal Alexander Children Hospital,"Eastern Road, Brighton",BN2 5BE,50.8194391,-0.118152457,"Brighton and Hove, BN2 5BE, United Kingdom",Brighton and Hove,,,BN2 5BE,,,,Brighton and Hove,BNH,England,ENG,United Kingdom,gb,0,1,
Sussex Ortho Treatment  Theatre,SX Orthopaedic Treatment Ctr,"Princess Royal Hospita, Lewes Road",Haywards Heath,RH16 4EX,50.98968353,-0.09263875,"Haywards Heath (Mid Sussex), RH16 4EX, United Kingdom",Haywards Heath,,,RH16 4EX,,,Mid Sussex,West Sussex,WSX,England,ENG,United Kingdom,gb,0.6,1,
PRH Medical Day Care Unit,PRH Medical Day Care Unit,"PRH Hospital, Lewes Road",Haywards Heath,RH16 4EX,50.98968353,-0.09263875,"Haywards Heath (Mid Sussex), RH16 4EX, United Kingdom",Haywards Heath,,,RH16 4EX,,,Mid Sussex,West Sussex,WSX,England,ENG,United Kingdom,gb,0.6,1,
RSCH Extra Capacity Oncology L9 SKU,RSCH Extra Capacity Oncology L9 SKU,Level 9 Millenium Wing,"Eastern Rd, Brighton",BN2 5BE,50.8194391,-0.118152457,"Brighton and Hove, BN2 5BE, United Kingdom",Brighton and Hove,,,BN2 5BE,,,,Brighton and Hove,BNH,England,ENG,United Kingdom,gb,0,1,
Hersham Surgery,Hersham Surgery,Pleasant Place,Walton on Thames,KT12 4HT,51.3629026,-0.3998306,"Pleasant Place, Elmbridge, KT12 4HX, United Kingdom",Pleasant Place,,Pleasant Place,KT12 4HX,,Hersham,Elmbridge,Surrey,SRY,England,ENG,United Kingdom,gb,0.441,0.7,0.7
Fairdean Lodge Care Home,Fairdean Lodge Care Home,14-16 Waisingham Road,Hove,BN3 4FF,50.828313,-0.186975,"Brighton and Hove, BN3 4FF, United Kingdom",BN3 4FF,,,BN3 4FF,,,Brighton and Hove,The City of Brighton and Hove,,,,United Kingdom,gb,0.6,1,
RSCH Ashdown Nuffield,Ashdown Nuffield NHS Patients,"Nuffield Hospital, Burrell Road","Haywards Heath, West Sussex",RH16 1UD,51.0079387,-0.106943,"Burrell Road, Mid Sussex, RH16 1LR, United Kingdom",Burrell Road,,Burrell Road,RH16 1LR,,Burrell Road,Mid Sussex,West Sussex,WSX,England,ENG,United Kingdom,gb,0.441,0.7,0.7
RSCH Sussex Nuffield,Sussex Nuffield NHS Patients,"Warren Road, Woodingdean","Brighton, East Sussex",BN2 6DX,50.8366118,-0.0755189,"Warren Road, Brighton, BN2 6ND, United Kingdom",Warren Road,,Warren Road,BN2 6ND,,Woodingdean,Brighton,Brighton and Hove,BNH,England,ENG,United Kingdom,gb,0.63,0.7,0.7
RSCH Montefiore Hospital,Montefiore Hospsital NHS Patients,"2, Montefiore Road","Hove, East Sussex",BN3 1RD,50.8314371,-0.1556496,"The Montefiore Hospital, 2 Montefiore Road, Hove, BN3 1RD, United Kingdom",The Montefiore Hospital,2,Montefiore Road,BN3 1RD,,Prestonville,Hove,Brighton and Hove,BNH,England,ENG,United Kingdom,gb,0.9,1,1
RSCH Montefiore Hospital,Montefiore Hospital NHS Patients,2 Montefiore Road,"Hove, East Sussex",BN3 1RD,50.8314371,-0.1556496,"The Montefiore Hospital, 2 Montefiore Road, Hove, BN3 1RD, United Kingdom",The Montefiore Hospital,2,Montefiore Road,BN3 1RD,,Prestonville,Hove,Brighton and Hove,BNH,England,ENG,United Kingdom,gb,0.9,1,1
SCFT - Diabetes Service,SCFT - Diabetes Service,Brighton General Hospital,"Elm Grove, Brighton",BN2 3EW,50.8316771,-0.1149776,"Brighton General, Elm Grove, Brighton, BN2 3EL, United Kingdom",Brighton General,,Elm Grove,BN2 3EL,,Whitehawk,Brighton,Brighton and Hove,BNH,England,ENG,United Kingdom,gb,0.9,1,0.9
RSCH Acute Oncology Assessment Unit,RSCH Acute Oncology Assessment Unit,"Level 9, Sussex Kidney Unit","Eastern Road, Brighton",,50.820184,-0.117156,"Sussex Kidney Unit, Brighton and Hove, BN2 5DA, United Kingdom",,,Sussex Kidney Unit,BN2 5DA,,Kemptown,Brighton and Hove,East Sussex,ESX,England,ENG,United Kingdom,gb,0,,
South East Coast Ambulance service,South East Coast Ambulance service,"Nexus house, 4 Gatwick Road,",Crawley,RH10 9BG,51.1326214,-0.1686791,"South East Coast Ambulance Service HQ, 4 Gatwick Road, Crawley, RH10 9BG, United Kingdom",South East Coast Ambulance Service HQ,4,Gatwick Road,RH10 9BG,,Lowfield Heath,Crawley,West Sussex,WSX,England,ENG,United Kingdom,gb,0.9,1,1
PRH MINOR OPS & TREATMENT SUITE,"Princess Royal Hospital,","Lewes Road, Hayward Heath",West Sussex,RH15 4SE,50.9921907,-0.087177412,"The Birch Hotel, 5 Lewes Road, Mid Sussex, RH17 7SF, United Kingdom",The Birch Hotel,5,Lewes Road,RH17 7SF,Franklands Village,,Mid Sussex,West Sussex,WSX,England,ENG,United Kingdom,gb,0.045,0.3,0.3
PRH Minor Ops & Treatment Suite,Princess Royal Hospital,"Lewes Road, Haywards Heath",West Sussex,RH16 4SE,50.987592,-0.107861867,"Haywards Heath (Mid Sussex), RH16 4SE, United Kingdom",Haywards Heath,,,RH16 4SE,,,Mid Sussex,West Sussex,WSX,England,ENG,United Kingdom,gb,0.6,1,
Wisteria Lodge Care Home,Wisteria Lodge Care Home,"Horney Common, Nutley",Uckfield,TN22 3EA,50.97058355,0.0930414,"Uckfield, Wealden, ENG, United Kingdom",,,,,,Uckfield,Wealden,East Sussex,ESX,England,ENG,United Kingdom,gb,0.5,1,
PRH Obstetrics Outpatients,Obstetrics Oputpatients Dept,Princess Royal Hospital,"Haywards Heath, West Sussex",RH15 4EX,50.98838185,-0.096321353,"Princess Royal Swimming Pool, Southdowns Park, Mid Sussex, RH16 4SL, United Kingdom",Princess Royal Swimming Pool,,Southdowns Park,RH16 4SL,Southdowns Park,,Mid Sussex,West Sussex,WSX,England,ENG,United Kingdom,gb,0.047258883,0.3969,0.15752961
RSCH Obstetrics Outpatients,Obstetrics Outpatients Dept,Royal Sussex County Hospital,"Brighton, East Sussex",BN2 5BE,50.8193443,-0.117243608,"Royal Sussex County Hospital, Eastern Road, Brighton, BN2 5BE, United Kingdom",Royal Sussex County Hospital,,Eastern Road,BN2 5BE,,Kemptown,Brighton,Brighton and Hove,BNH,England,ENG,United Kingdom,gb,0.285714286,1,0.285714286
"SCFT Urgent Treatment Centre, Lewes","SCFT Urgent Treatment Centre, Lewes","Neville Road, Lewes",East Sussex,BN7 7PE,50.7877327,0.0093688,"Neville Road, Peacehaven, BN10 8PH, United Kingdom",Neville Road,,Neville Road,BN10 8PH,,Peacehaven,Peacehaven,East Sussex,ESX,England,ENG,United Kingdom,gb,0,,
Highbury House Nursing home,Highbury House Nursing home,Steyning Rd,"Rottingdean, Brighton",BN2 7GA,50.805269,-0.0557772,"Steyning Road, Rottingdean, BN2 7GA, United Kingdom",Steyning Road,,Steyning Road,BN2 7GA,,,Rottingdean,Brighton and Hove,BNH,England,ENG,United Kingdom,gb,0.7,1,1
Rusthall Lodge Care Home,Rusthall Lodge Care Home,Nellington Rd,"Rusthall, Tunbridge",TN4 8SJ,51.1359879,0.2261391,"Nellington Road, Tunbridge Wells, TN4 8SH, United Kingdom",Nellington Road,,Nellington Road,TN4 8SH,,Rusthall,Tunbridge Wells,Kent,KEN,England,ENG,United Kingdom,gb,0.441,0.7,0.7
Patcham Nursing Home,Patcham Nursing Home,Eastwick Barn,"Eastwick Close, Brighton",BN1 8SF,50.8698086,-0.131023132,"Patcham Nursing Home, Eastwick Close, Brighton, BN1 8SF, United Kingdom",Patcham Nursing Home,,Eastwick Close,BN1 8SF,,Hollingbury,Brighton,Brighton and Hove,BNH,England,ENG,United Kingdom,gb,0,1,
The College of St. Barnabus,The College of St. Barnabus,Blackberry Ln,Lingfield,RH7 6NJ,51.1675865,-0.0172189,"Blackberry Lane, Lingfield, RH7 6NE, United Kingdom",Blackberry Lane,,Blackberry Lane,RH7 6NE,,,Lingfield,Surrey,SRY,England,ENG,United Kingdom,gb,0.63,1,1
The College of St. Barnabus,The College of St. Barnabus,Blackberry Lane,"Lingfield, Surrey",RH7 6NJ,51.1566678,-0.0047341,"Lingfield, RH7 6NJ, United Kingdom",Lingfield,,,RH7 6NJ,,,Lingfield,Surrey,SRY,England,ENG,United Kingdom,gb,0.6,1,
Compton House Nursing Home,Compton House Nursing Home,40 Compton Rd,"Lindfield, Haywards Heath",RH16 2JZ,51.01434825,-0.082097983,"Lindfield Christian Care Home, 40 Compton Road, Mid Sussex, RH16 2JZ, United Kingdom",Lindfield Christian Care Home,40,Compton Road,RH16 2JZ,,,Mid Sussex,West Sussex,WSX,England,ENG,United Kingdom,gb,0.9,1,1
Aniska Lodge Nursing Home,Aniska Lodge Nursing Home,"Brighton Rd,",Haywards Heath,RH17 5SU,50.9779138,-0.1980176,"Brighton Road, Mid Sussex, RH17 5GH, United Kingdom",Brighton Road,,Brighton Road,RH17 5GH,,,Mid Sussex,West Sussex,WSX,England,ENG,United Kingdom,gb,0.441,0.7,0.7
Silver Court Care home,Silver Court Care home,Halsford Lane,East Grinstead,RH19 1PD,51.1337686,-0.0282923,"Halsford Lane, Mid Sussex, RH19 1NY, United Kingdom",Halsford Lane,,Halsford Lane,RH19 1NY,,North End,Mid Sussex,West Sussex,WSX,England,ENG,United Kingdom,gb,0.63,1,1
Oaklands Nursing Home,Oaklands Nursing Home,39 Dyke Rd Ave,Brighton and Hove,BN3 6QA,50.84831,-0.16232,"Brighton and Hove, BN3 6QA, United Kingdom",Brighton and Hove,,,BN3 6QA,,,,Brighton and Hove,BNH,England,ENG,United Kingdom,gb,0.6,1,
Lydfords Care Home,Lydfords Care Home,23 High St,"East Hoathly, Lewes",BN8 6DR,50.9256745,0.1654118,"High Street, Wealden, BN8 6DR, United Kingdom",High Street,,High Street,BN8 6DR,,East Hoathly with Halland,Wealden,East Sussex,ESX,England,ENG,United Kingdom,gb,0.7,1,1
Arundel Park Lodge,Arundel Park Lodge,22-24 Arundel Dr E,"Saltdean, Brighton",BN2 8SL,50.8024323,-0.0393675,"Arundel Drive East, Brighton, BN2 8SL, United Kingdom",Arundel Drive East,,Arundel Drive East,BN2 8SL,,Saltdean,Brighton,Brighton and Hove,BNH,England,ENG,United Kingdom,gb,0.7,1,1
Firgrove Nursing Home,Firgrove Nursing Home,21 Keymer Rd,Burgess Hill. West Sussex,RH15 0AL,50.94927308,-0.12529655,"Burgess Hill (Mid Sussex), RH15 0AL, United Kingdom",Burgess Hill,,,RH15 0AL,,,Mid Sussex,West Sussex,WSX,England,ENG,United Kingdom,gb,0.6,1,
Brendoncare Stildon Nursing Home,Brendoncare Stildon Nursing Home,Dorset Ave,East Grinstead,RH19 1PZ,51.1348848,-0.0228565,"Dorset Avenue, Mid Sussex, RH19 2AE, United Kingdom",Dorset Avenue,,Dorset Avenue,RH19 2AE,,North End,Mid Sussex,West Sussex,WSX,England,ENG,United Kingdom,gb,0.63,1,1
Chamberlain Court Care Home,Chamberlain Court Care Home,77 Mount Ephraim,Tunbridge Wells,TN4 8BS,51.1314701,0.2541562,"Mount Ephraim, Tunbridge Wells, TN4 8BS, United Kingdom",Mount Ephraim,,Mount Ephraim,TN4 8BS,Royal Wells Park,Broadwater Down,Tunbridge Wells,Kent,KEN,England,ENG,United Kingdom,gb,0.7,1,1
Greensleeves Retirement Home,Greensleeves Retirement Home,19 Perryfield Road,Southgate,RH11 8AA,51.1103725,-0.192748,"Perryfield Road, Crawley, RH11 8JJ, United Kingdom",Perryfield Road,,Perryfield Road,RH11 8JJ,,,Crawley,West Sussex,WSX,England,ENG,United Kingdom,gb,0.63,1,1
Walton Heath Manor,Walton Heath Manor,Hurst Drive,Walton-On-the-hill,KT20 7QT,51.2748649,-0.2477056,"Hurst Drive, Reigate and Banstead, KT20 7QU, United Kingdom",Hurst Drive,,Hurst Drive,KT20 7QU,,,Reigate and Banstead,Surrey,SRY,England,ENG,United Kingdom,gb,0.63,1,1
Young Epilepsy,Young Epilepsy,St Piers Lane,Lingfield,RH7 6PW,51.1755764,-0.0101733,"Lingfield, ENG, United Kingdom",,,,,,,Lingfield,Surrey,SRY,England,ENG,United Kingdom,gb,0.25,1,
Westhope Lodge,Westhope Lodge,North Street,Horsham,RH12 1RJ,51.062893,-0.326697,"North Street, Horsham, RH12 1RJ, United Kingdom",,,North Street,RH12 1RJ,,,Horsham,West Sussex,WSX,England,ENG,United Kingdom,gb,1,1,1
Abbeyfield North Downs,Abbeyfield North Downs,David Gresham House,Oak Close,RH8 0BA,51.24326,0.00592,"Tandridge (Oxted), RH8 0BA, United Kingdom",Oxted,,,RH8 0BA,,,Oxted,Surrey,SRY,England,ENG,United Kingdom,gb,0.7,1,
SCFT - Occupational Health,SCFT - Occupational Health,Brighton General Hospital,"Elm Grove, Brighton",BN2 3EW,50.8316771,-0.1149776,"Brighton General, Elm Grove, Brighton, BN2 3EL, United Kingdom",Brighton General,,Elm Grove,BN2 3EL,,Whitehawk,Brighton,Brighton and Hove,BNH,England,ENG,United Kingdom,gb,0.9,1,0.9
BSUH COVID AB staff testing,BSUH COVID AB staff testing,"RSCH, Eastern Rd",Brighton,BN2 5BE,50.8194391,-0.118152457,"Brighton and Hove, BN2 5BE, United Kingdom",Brighton and Hove,,,BN2 5BE,,,,Brighton and Hove,BNH,England,ENG,United Kingdom,gb,0.6,1,
RSCH L8A Cardiac Surgical Stepdown,RSCH,,,,50.8197452,-0.116404618,"RSCH Brighton, Turton Close, Brighton, BN2 5DA, United Kingdom",RSCH Brighton,,Turton Close,BN2 5DA,,Kemptown,Brighton,Brighton and Hove,BNH,England,ENG,United Kingdom,gb,0,,
"Pevensey Ward, Eastbourne DGH",Pevensey Ward,"Eastbourne DGH, Kings Drive","Eastbourne, East Sussex",BN21 2UD,50.7859695,0.2705513,"Eastbourne, BN21 2UD, United Kingdom",Eastbourne,,,BN21 2UD,,,Eastbourne,East Sussex,ESX,England,ENG,United Kingdom,gb,0.6,1,
Martlets CCOVID AB staff testing,Martlets Hopsice,COVID AB staff testing,,,55.75020045,-4.144407085,"COVID Memorial Trees, East Kilbride, United Kingdom",COVID Memorial Trees,,COVID Memorial Trees,,,Kelvin,East Kilbride,South Lanarkshire,SLK,Scotland,SCT,United Kingdom,gb,0.736363636,,
SCFT - Community Nursing Brighton,SCFT - Community Nursing Brighton,"1st Floor Arundel Building, BGH","Elm Grove, Brighton",BN2 3EW,50.821884,-0.132476,"Brighton and Hove, BN2 1ST, United Kingdom",BN2 1ST,,,BN2 1ST,,,Brighton and Hove,The City of Brighton and Hove,,,,United Kingdom,gb,0.245,0.7,
SCFT - Chronic Fatigue/ME Services,SCFT - Chronic Fatigue/ME Services,Brighton General Hospital,"Elm Grove, Brighton",,50.83048685,-0.113801209,"Brighton General Hospital, Elm Grove, Brighton, BN2 3EW, United Kingdom",Brighton General Hospital,,Elm Grove,BN2 3EW,,Whitehawk,Brighton,Brighton and Hove,BNH,England,ENG,United Kingdom,gb,0,0.333333333,
SCFT - Community Nursing HC Lewes,SCFT - Community Nursing HC Lewes,,,,52.602373,-2.559483,"Lady Forester Community Nursing Home, Farley Road, Much Wenlock, TF13 6NB, United Kingdom",Lady Forester Community Nursing Home,,Farley Road,TF13 6NB,Much Wenlock Civil Parish,,Much Wenlock,Shropshire,SHR,England,ENG,United Kingdom,gb,0,,
SCFT - Community Nursing Gr Western,SCFT - Community Nursing Gr Western,,,,,,,,,,,,,,,,,,,,,,
SCFT - Community Nursing The Havens,SCFT - Community Nursing The Havens,,,,52.027037,1.210151,"The Havens, Ipswich, United Kingdom",,,The Havens,,,,Ipswich,Suffolk,SFK,England,ENG,United Kingdom,gb,0,,
SCFT COVID-19 PCR testing,SCFT COVID-19 PCR testing,,,,,,,,,,,,,,,,,,,,,,
Lewes Vic Hospital Day Surgery OPD,Lewes Vic Hospital Day Surgery OPD,Nevill Road,Lewes,BN71PE,50.8764957,-0.0057782,"Nevill Road, Lewes, BN7 1PD, United Kingdom",Nevill Road,,Nevill Road,BN7 1PD,,Wallands Park,Lewes,East Sussex,ESX,England,ENG,United Kingdom,gb,0.63,1,1
Lewes Vic Hospital Day Surgery Ward,Lewes Vic Hospital Day Surgery Ward,Nevill Road,Lewes,BN7 1PE,50.8764957,-0.0057782,"Nevill Road, Lewes, BN7 1PD, United Kingdom",Nevill Road,,Nevill Road,BN7 1PD,,Wallands Park,Lewes,East Sussex,ESX,England,ENG,United Kingdom,gb,0.63,1,1
SCFT - Community Nursing Gr Western,SCFT - Community Nursing Gr Western,Brighton General Hospital,"Elm Grove, Brighton",,50.83048685,-0.113801209,"Brighton General Hospital, Elm Grove, Brighton, BN2 3EW, United Kingdom",Brighton General Hospital,,Elm Grove,BN2 3EW,,Whitehawk,Brighton,Brighton and Hove,BNH,England,ENG,United Kingdom,gb,0,0.333333333,
Hampshire Isle of Wight HPT,Hampshire Isle of Wight HPT,"Floor 2, Civic Offices",Civic Way. Fareham,PO16 7AZ,50.85425,-1.17544,"Fareham, PO16 7AZ, United Kingdom",Fareham,,,PO16 7AZ,,,Fareham,Hampshire,HAM,England,ENG,United Kingdom,gb,0.7,1,
Thames Valley HPT,Thames Valley HPT,Fermi Avenue,Chilton. Oxfordshire,OX11 0RQ,51.5775449,-1.3050297,"Fermi Avenue, Vale of White Horse, OX11 0QJ, United Kingdom",Fermi Avenue,,Fermi Avenue,OX11 0QJ,,,Vale of White Horse,Oxfordshire,OXF,England,ENG,United Kingdom,gb,0.441,0.7,0.7
SCFT Nursing Brighton & Hove West,SCFT Nursing Brighton & Hove West,Brighton General Hospital,"Elm Grove, Brighton",,50.83048685,-0.113801209,"Brighton General Hospital, Elm Grove, Brighton, BN2 3EW, United Kingdom",Brighton General Hospital,,Elm Grove,BN2 3EW,,Whitehawk,Brighton,Brighton and Hove,BNH,England,ENG,United Kingdom,gb,0,0.333333333,
SCFT Nursing Brighton Hove Central,SCFT Nursing Brighton Hove Central,Brighton General Hospital,"Elm Grove, Brighton",,50.83048685,-0.113801209,"Brighton General Hospital, Elm Grove, Brighton, BN2 3EW, United Kingdom",Brighton General Hospital,,Elm Grove,BN2 3EW,,Whitehawk,Brighton,Brighton and Hove,BNH,England,ENG,United Kingdom,gb,0,0.333333333,
SCFT - Mid Sussex Hub,SCFT - Mid Sussex Hub,,,,,,,,,,,,,,,,,,,,,,
"Research and Development, QVH",Research and Development,"Queen Victoria Hospital, Holtye Rd","East Grinstead, West Sussex",RH19 3DZ,51.13552387,-0.001661989,"East Grinstead (Mid Sussex), RH19 3DZ, United Kingdom",East Grinstead,,,RH19 3DZ,,,Mid Sussex,West Sussex,WSX,England,ENG,United Kingdom,gb,0.6,1,
ESHT referral via NPEx,ESHT referral via NPEx,,,,,,,,,,,,,,,,,,,,,,
"PRH Covid Swab Drive Through, CPark","PRH Covid Swab Drive Through, CPark","PRH, Lewes Road",Haywards Heath,RH16 4EX,50.98968353,-0.09263875,"Haywards Heath (Mid Sussex), RH16 4EX, United Kingdom",Haywards Heath,,,RH16 4EX,,,Mid Sussex,West Sussex,WSX,England,ENG,United Kingdom,gb,0.6,1,
PRH Covid Swabbing Clinic -Car Park,PRH Covid Swabbing Clinic -Car Park,"PRH, Lewes Road",Haywards Heath,RH16 4EX,50.98968353,-0.09263875,"Haywards Heath (Mid Sussex), RH16 4EX, United Kingdom",Haywards Heath,,,RH16 4EX,,,Mid Sussex,West Sussex,WSX,England,ENG,United Kingdom,gb,0.6,1,
Southlands Covid Centre,Southlands Covid Centre,Southlands Hospital,"Upper Shoreham Rd, Shoreham By Sea",BN43 6TQ,50.8408341,-0.256342187,"Southlands Hospital, Upper Shoreham Road, Adur, BN43 6TQ, United Kingdom",Southlands Hospital,,Upper Shoreham Road,BN43 6TQ,,,Adur,West Sussex,WSX,England,ENG,United Kingdom,gb,0,1,
WSHT referral via NPEx,WSHT referral via NPEx,,,,,,,,,,,,,,,,,,,,,,
RSCH AE Staff Covid Testing Pod,RSCH AE Staff Covid Testing Pod,"Eastern Road, Brighton",,BN2 5BE,50.8173606,-0.1118013,"Eastern Road, Brighton, BN2 1GZ, United Kingdom",Eastern Road,,Eastern Road,BN2 1GZ,,Whitehawk,Brighton,Brighton and Hove,BNH,England,ENG,United Kingdom,gb,0.63,1,1
SCFT - Community Nursing EGrinstead,SCFT - Community Nursing EGrinstead,Brighton General Hospital,"Elm Grove, Brighton",BN2 3EW,50.8316771,-0.1149776,"Brighton General, Elm Grove, Brighton, BN2 3EL, United Kingdom",Brighton General,,Elm Grove,BN2 3EL,,Whitehawk,Brighton,Brighton and Hove,BNH,England,ENG,United Kingdom,gb,0.9,1,0.9
SCFT - Com Nursing Haywards Heath,SCFT - Com Nursing Haywards Heath,Brighton General Hospital,"Elm Grove, Brighton",BN2 3EW,50.8316771,-0.1149776,"Brighton General, Elm Grove, Brighton, BN2 3EL, United Kingdom",Brighton General,,Elm Grove,BN2 3EL,,Whitehawk,Brighton,Brighton and Hove,BNH,England,ENG,United Kingdom,gb,0.9,1,0.9
SCFT - Com Nursing Crawley West,SCFT - Com Nursing Crawley West,Brighton General Hospital,"Elm Grove, Brighton",BN2 3EW,50.8316771,-0.1149776,"Brighton General, Elm Grove, Brighton, BN2 3EL, United Kingdom",Brighton General,,Elm Grove,BN2 3EL,,Whitehawk,Brighton,Brighton and Hove,BNH,England,ENG,United Kingdom,gb,0.9,1,0.9
SCFT - Com Nursing Burgess Hill,SCFT - Com Nursing Burgess Hill,Brighton General Hospital,"Elm Grove, Brighton",BN2 3EW,50.8316771,-0.1149776,"Brighton General, Elm Grove, Brighton, BN2 3EL, United Kingdom",Brighton General,,Elm Grove,BN2 3EL,,Whitehawk,Brighton,Brighton and Hove,BNH,England,ENG,United Kingdom,gb,0.9,1,0.9
